"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Grade","Ventilation Working","Ventilation Controls","Ventilation Use","Ventilation Use_notes","Ventilation Use Units","Notes"
"Mechanical_00002331","SITE_00697","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002332","SITE_00697","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002340","SITE_00756","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002341","SITE_00756","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002342","SITE_00756","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002343","SITE_00746","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002350","SITE_00736","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1500,,"Hours per day",
"Mechanical_00002351","SITE_00736","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00000963","SITE_02049","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3500,,"Hours per day",
"Mechanical_00000965","SITE_02049","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0500,,"Hours per day",
"Mechanical_00000974","SITE_01801","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Never used"
"Mechanical_00000976","SITE_00972","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000988","SITE_01574","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00000991","SITE_02064","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000994","SITE_01027","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001000","SITE_01015","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001001","SITE_01015","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001003","SITE_01748","Bathroom Vent","Unknown","Yes","Continuous",24.0000,,"Hours per day",
"Mechanical_00001006","SITE_01747","Bathroom Vent","Unknown","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00001015","SITE_01565","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001017","SITE_00885","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001021","SITE_01976","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001035","SITE_01549","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001038","SITE_01898","Bathroom Vent","Panasonic or equivalent","Yes","Timer",2.0000,,"Hours per day",
"Mechanical_00001040","SITE_01926","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001042","SITE_01926","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00001054","SITE_01096","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001056","SITE_01096","Bathroom Vent","Builder Grade","Yes","Timer",1.2500,,"Hours per day",
"Mechanical_00001059","SITE_01986","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001066","SITE_01809","Bathroom Vent","Panasonic or equivalent","Unknown","Unknown",0.0000,,"Hours per day",
"Mechanical_00001069","SITE_01094","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001070","SITE_01087","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001072","SITE_01093","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001080","SITE_01633","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001082","SITE_01082","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001086","SITE_02063","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00001089","SITE_01543","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001093","SITE_01677","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001094","SITE_01677","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001096","SITE_01569","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001101","SITE_01721","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00001107","SITE_01920","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00001111","SITE_01720","Bathroom Vent","Unknown","Yes","Manual Switch",0.0000,,"Hours per day","Office 2"
"Mechanical_00002605","SITE_00199","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002611","SITE_00201","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.0000,,"Hours per day","Laundry room vent"
"Mechanical_00002613","SITE_00201","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002621","SITE_00462","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1670,,"Hours per day","Bath6"
"Mechanical_00002623","SITE_00454","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1670,,"Hours per day",
"Mechanical_00002634","SITE_00195","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002637","SITE_00302","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002639","SITE_00821","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002640","SITE_00855","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002647","SITE_00836","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002650","SITE_00827","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002652","SITE_00836","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002659","SITE_00397","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002660","SITE_00409","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00002662","SITE_00406","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002669","SITE_00403","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00002671","SITE_00296","Bathroom Vent","Builder Grade","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00002673","SITE_00390","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Master"
"Mechanical_00002675","SITE_00390","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002681","SITE_00397","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Separate switchesMain and master 30 minOther 10 min"
"Mechanical_00002683","SITE_00397","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","This vent for laundry room"
"Mechanical_00002685","SITE_00406","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Downstairs guest bathroom"
"Mechanical_00002690","SITE_00825","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00002692","SITE_00852","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath3"
"Mechanical_00002696","SITE_00852","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.5000,,"Hours per day","Bath4"
"Mechanical_00002697","SITE_00828","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002699","SITE_00829","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002706","SITE_00408","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002708","SITE_00408","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002712","SITE_00407","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Laundry room vent"
"Mechanical_00002714","SITE_00219","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002719","SITE_00220","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Almost never used. 2nd floor bath"
"Mechanical_00002722","SITE_00301","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day","Master bath"
"Mechanical_00002728","SITE_00204","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002352","SITE_00736","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002369","SITE_00492","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002379","SITE_00786","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002384","SITE_00670","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00002389","SITE_00730","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day","Bath1. Disconnected due to construction."
"Mechanical_00002392","SITE_00703","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day","Laundry"
"Mechanical_00002405","SITE_00721","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Master"
"Mechanical_00002406","SITE_00721","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Hall"
"Mechanical_00002407","SITE_00783","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002408","SITE_00722","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002426","SITE_00649","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002427","SITE_00690","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00002428","SITE_00770","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Never uses"
"Mechanical_00002429","SITE_00770","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002430","SITE_00770","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002431","SITE_00665","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3300,,"Hours per day",
"Mechanical_00002445","SITE_00428","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Second bath rarely used"
"Mechanical_00002450","SITE_00701","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002461","SITE_00662","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002462","SITE_00765","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002463","SITE_00765","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002464","SITE_00765","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002490","SITE_00672","Bathroom Vent","Builder Grade","Yes","Manual Switch",20.0000,,"Hours per day",
"Mechanical_00002492","SITE_00448","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002493","SITE_00666","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002494","SITE_00666","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002495","SITE_00442","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002501","SITE_00779","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.5000,,"Hours per day","Master"
"Mechanical_00002518","SITE_01933","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002519","SITE_01933","Bathroom Vent","Panasonic or equivalent","No","Timer",0.0000,,"Hours per day",
"Mechanical_00002532","SITE_00465","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day","Bath1"
"Mechanical_00002533","SITE_00465","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1670,,"Hours per day",
"Mechanical_00002534","SITE_00658","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath1"
"Mechanical_00002535","SITE_00658","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath2"
"Mechanical_00002729","SITE_00205","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Very dry house."
"Mechanical_00002732","SITE_00300","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002734","SITE_00400","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002744","SITE_00458","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002747","SITE_00657","Bathroom Vent","Panasonic or equivalent","Yes","Timer",7.0000,,"Hours per day",
"Mechanical_00002749","SITE_00657","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3300,,"Hours per day",
"Mechanical_00002750","SITE_00728","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002757","SITE_02056","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00002759","SITE_02029","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002765","SITE_01994","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.3300,,"Hours per day",
"Mechanical_00002772","SITE_01942","Bathroom Vent","Builder Grade","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00002774","SITE_02056","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","high capacity vent also still attached but will be removed"
"Mechanical_00002779","SITE_00118","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002784","SITE_00129","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002786","SITE_00104","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002795","SITE_00069","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00002798","SITE_00022","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002801","SITE_00142","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00002803","SITE_00152","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002816","SITE_00126","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00002818","SITE_00123","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002822","SITE_00039","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002824","SITE_00021","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002831","SITE_00029","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00002833","SITE_00035","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002840","SITE_01343","Bathroom Vent","Builder Grade","Yes","Timer",2.0000,,"Hours per day",
"Mechanical_00002842","SITE_01338","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002844","SITE_01870","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002851","SITE_01326","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002858","SITE_01244","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00002865","SITE_01314","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00002866","SITE_01314","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002871","SITE_01311","Bathroom Vent","Unknown","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002878","SITE_00092","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002882","SITE_00121","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0800,,"Hours per day","Bath2"
"Mechanical_00002883","SITE_00121","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Laundry closet (in kitchen)"
"Mechanical_00002889","SITE_01307","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002892","SITE_01866","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002897","SITE_01316","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00002899","SITE_01345","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
