"PK_RoomID","CK_SiteID","Room Name","Room Type","Description","Area","Area_Notes","Space Cooling","Space Heating","Grow Room: Dedicated Ventilation System","Grow Room: Dedicated Ventilation System Details","Grow Room: Modified Panel for More Capacity","Grow Room: Qty Harvests per Year","Grow Room: Qty Harvests per Year_Notes","Grow Room: Qty Sockets Used","Grow Room: Qty Sockets Used_Notes","Grow Room: Height of Flowering Plants","Grow Room: Dedicated AC System","Grow Room: Dedicated AC System Details","Grow Room: Mold or Mildew?"
"Room_00014565","SITE_00818","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014566","SITE_00818","Kitchen_1","Kitchen","N/A",152.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014567","SITE_00818","Living Room_1","Living Room","N/A",227.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014568","SITE_00818","Hall_1","Hall","N/A",69.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014569","SITE_00818","Bathroom_1","Bathroom","Hall",74.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014570","SITE_00818","Bedroom_1","Bedroom","Offine",90.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014571","SITE_00818","Bedroom_2","Bedroom","Kids",145.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014572","SITE_00818","Bedroom_3","Bedroom","Master",131.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014573","SITE_00818","Bathroom_2","Bathroom","Master",93.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014574","SITE_00818","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014575","SITE_00819","Living Room_1","Living Room","Living room and dining area",260.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014576","SITE_00819","Kitchen_1","Kitchen","Kitchen",72.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014577","SITE_00819","Hall_1","Hall","Hallway",18.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014578","SITE_00819","Bathroom_1","Bathroom","Bathroom",58.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014579","SITE_00819","Bedroom_1","Bedroom","Bedroom",128.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014580","BLDG_00211","Laundry_1","Laundry","N/A",88.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014581","BLDG_00211","Laundry_2","Laundry","N/A",88.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014582","BLDG_00211","Kitchen_1","Kitchen","N/A",298.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014583","BLDG_00211","Hall_1","Hall","N/A",888.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014584","BLDG_00211","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014585","SITE_00820","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014586","SITE_00820","Bathroom_1","Bathroom","N/A",31.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014587","SITE_00820","Kitchen_1","Kitchen","N/A",60.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014588","SITE_00820","Living Room_1","Living Room","N/A",364.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014589","SITE_00820","Bedroom_6","Bedroom","Storage",130.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014590","SITE_00821","Kitchen_1","Kitchen","N/A",149.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014591","SITE_00821","Living Room_1","Living Room","N/A",215.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014592","SITE_00821","Bedroom_1","Bedroom","Main",150.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014593","SITE_00821","Bathroom_1","Bathroom","N/A",38.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014594","SITE_00821","Hall_1","Hall","N/A",30.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014595","SITE_00821","Bedroom_2","Bedroom","Spare",141.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014596","SITE_00822","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014597","SITE_00822","Kitchen_1","Kitchen","N/A",148.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014598","SITE_00822","Living Room_1","Living Room","N/A",221.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014599","SITE_00822","Bedroom_6","Bedroom","N/A",113.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014600","SITE_00822","Hall_8","Hall","N/A",25.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014601","SITE_00822","Bathroom_6","Bathroom","N/A",38.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014602","SITE_00822","Bedroom_7","Bedroom","N/A",124.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014603","SITE_00823","Closet_9","Closet","N/A",24.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014604","SITE_00823","Bedroom_6","Bedroom","N/A",119.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014605","SITE_00823","Bedroom_7","Bedroom","N/A",160.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014606","SITE_00823","Hall_8","Hall","N/A",18.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014607","SITE_00823","Kitchen_2","Kitchen","N/A",142.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014608","SITE_00823","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014609","SITE_00823","Living Room_1","Living Room","N/A",233.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014610","SITE_00823","Closet_1","Closet","N/A",12.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014611","SITE_00823","Bathroom_1","Bathroom","Being occupied someone is sick",60.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014612","BLDG_00212","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014613","BLDG_00212","Laundry_1","Laundry","N/A",80.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014614","SITE_00824","Bedroom_6","Bedroom","Small",127.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014615","SITE_00824","Bedroom_7","Bedroom","Large",166.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014616","SITE_00824","Bathroom_6","Bathroom","N/A",38.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014617","SITE_00824","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014618","SITE_00824","Living Room_1","Living Room","N/A",166.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014619","SITE_00824","Kitchen_1","Kitchen","N/A",111.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014620","SITE_00824","Hall_1","Hall","N/A",68.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014621","SITE_00825","Bathroom_6","Bathroom","Bathroom",52.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014622","SITE_00825","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014623","SITE_00825","Bedroom_1","Bedroom","N/A",126.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014624","SITE_00825","Kitchen_1","Kitchen","N/A",132.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014625","SITE_00825","Office_1","Office","N/A",126.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014626","BLDG_00213","Outside_1","Outside","Exterior",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014627","BLDG_00213","Hall_1","Hall","1st flr hall-stair west",110.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014628","BLDG_00213","Laundry_1","Laundry","West laundry",34.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014629","BLDG_00213","Hall_2","Hall","1st flr hall-stair east",110.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014630","BLDG_00213","Hall_3","Hall","2nd floorhall-stair west",110.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014631","BLDG_00213","Hall_4","Hall","2nd floorhall-stair east",110.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014632","BLDG_00213","Laundry_2","Laundry","East laundry",34.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014633","SITE_00826","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014634","SITE_00826","Kitchen_1","Kitchen","N/A",160.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014635","SITE_00826","Living Room_1","Living Room","N/A",255.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014636","SITE_00826","Hall_1","Hall","N/A",40.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014637","SITE_00826","Bathroom_1","Bathroom","N/A",43.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014638","SITE_00826","Bedroom_1","Bedroom","Spare",138.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014639","SITE_00826","Bedroom_2","Bedroom","Main",155.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014640","SITE_00827","Kitchen_1","Kitchen","N/A",106.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014641","SITE_00827","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014642","SITE_00827","Living Room_1","Living Room","N/A",176.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014643","SITE_00827","Hall_1","Hall","Entry",64.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014644","SITE_00827","Closet_1","Closet","N/A",16.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014645","SITE_00827","Bathroom_1","Bathroom","N/A",74.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014646","SITE_00827","Bedroom_1","Bedroom","N/A",122.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014647","BLDG_00214","Hall_1","Hall","N/A",4035.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014648","BLDG_00214","Hall_5","Hall","Stairs",1883.0000,,"Unknown","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014649","BLDG_00214","Laundry_1","Laundry","N/A",165.0000,,"Unknown","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014650","BLDG_00214","Laundry_2","Laundry","N/A",165.0000,,"Unknown","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014651","BLDG_00214","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014652","BLDG_00215","Parking_1","Parking","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014653","BLDG_00215","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014654","SITE_00828","Living Room_3","Living Room","TV Room",202.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014655","SITE_00828","Bedroom_1","Bedroom","N/A",139.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014656","SITE_00828","Hall_1","Hall","N/A",46.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014657","SITE_00828","Bathroom_1","Bathroom","N/A",53.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014658","SITE_00828","Kitchen_1","Kitchen","N/A",137.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014659","BLDG_00216","Parking_1","Parking","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014660","BLDG_00216","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014661","SITE_00829","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014662","SITE_00829","Bedroom_1","Bedroom","N/A",154.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014663","SITE_00829","Hall_1","Hall","N/A",85.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014664","SITE_00829","Laundry_1","Laundry","N/A",29.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014665","SITE_00829","Bathroom_1","Bathroom","N/A",46.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014666","SITE_00829","Kitchen_1","Kitchen","N/A",213.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014667","SITE_00829","Living Room_1","Living Room","N/A",418.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014668","SITE_00829","Family Room_1","Family Room","N/A",201.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014669","SITE_00829","Bathroom_2","Bathroom","N/A",123.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014670","SITE_00829","Bedroom_2","Bedroom","N/A",217.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014671","BLDG_00217","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014672","SITE_00830","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014673","SITE_00830","Kitchen_1","Kitchen","N/A",163.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014674","SITE_00830","Living Room_1","Living Room","N/A",164.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014675","SITE_00830","Bathroom_1","Bathroom","N/A",87.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014676","SITE_00830","Bedroom_1","Bedroom","N/A",125.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014677","SITE_00831","Kitchen_1","Kitchen","N/A",175.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014678","SITE_00831","Bathroom_1","Bathroom","N/A",21.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014679","SITE_00831","Living Room_1","Living Room","N/A",197.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014680","SITE_00831","Hall_1","Hall","N/A",62.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014681","SITE_00831","Bathroom_2","Bathroom","Main",,"Unknown","Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014682","SITE_00831","Bedroom_1","Bedroom","Spare",104.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014683","SITE_00831","Bedroom_2","Bedroom","Main",155.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014684","SITE_00831","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014685","SITE_00832","Living Room_1","Living Room","Living Room",183.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014686","SITE_00832","Kitchen_1","Kitchen","Kitchen",143.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014687","BLDG_00218","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014688","BLDG_00218","Parking_1","Parking","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014689","SITE_00835","Bedroom_6","Bedroom","Left",158.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014690","SITE_00835","Bedroom_7","Bedroom","Right",128.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014691","SITE_00835","Bathroom_6","Bathroom","N/A",84.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014692","SITE_00833","Living Room_1","Living Room","Living Room",170.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014693","SITE_00833","Bedroom_6","Bedroom","Left",102.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014694","SITE_00833","Bedroom_7","Bedroom","Right",149.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014695","SITE_00833","Bathroom_6","Bathroom","N/A",51.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014696","SITE_00833","Hall_8","Hall","N/A",77.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014697","SITE_00834","Living Room_1","Living Room","Living Room",220.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014698","SITE_00834","Kitchen_1","Kitchen","Kitchen",139.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014699","BLDG_00219","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014700","BLDG_00219","Hall_1","Hall","Unit entry way",46.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014701","SITE_00834","Bathroom_6","Bathroom","N/A",40.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014702","SITE_00834","Bedroom_6","Bedroom","Spare",106.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014703","SITE_00834","Hall_8","Hall","N/A",49.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014704","SITE_00834","Bedroom_7","Bedroom","Main",147.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014705","SITE_00834","Laundry_2","Laundry","N/A",44.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014706","SITE_00835","Living Room_1","Living Room","Living Room",266.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
