"PK_Mechanical_ID","CK_SiteID","System Type","Technology","Size (Gallons)","Size (Gallons)_notes","Make","Model","Year Manufactured on Nameplate","Year Manufactured","Year Manufactured_notes","Serial Number","Provided by Heating System","Supplemental Solar Water Heating","Fuel Type","Capacity","Capacity_notes","Capacity Units","Energy Factor","Energy Factor_notes","HPWH in Conditioned Space","HPWH Conditioned Space Type","HPWH Conditioned Space Size","HPWH Conditioned Space Size_notes","HPWH Relation to Space Heating Unit","HPWH Ducting","Location","Serves Whole House","Within 4 feet of a drain","Drain Type","Tank Wrap","Tank Wrap Thickness","Tank Wrap Thickness_notes","Pipe Wrap","Pipe Wrap Type","Pipe Wrap Length","Pipe Wrap Length_notes","Pipe Wrap Thickness","Pipe Wrap Thickness_notes","Can Exhaust to Garage or Get Supply Air from Home Interior","In a room greater than 1,000 cubic feet","Eight feet of Vertical Space","Wifi Enabled"
"Mechanical_00010556","SITE_00885","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Richmond","Mvr40dv","No",,"Unknown","RMNG2412M13174","No","No","Propane",30000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",8.0000,,0.7500,,"Yes","No","Yes","No"
"Mechanical_00010557","SITE_01544","Storage Water Heater","Electric Resistance",65.0000,,"Richmond","RC DD 0793C05550","No",,"Unknown","8VG66-2","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010558","SITE_01178","Storage Water Heater","Electric Resistance",50.0000,,"Richmond","Rmemxr50-2ti","No",,"Unknown","RC 0797124216","No","No","Electric",5.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010559","SITE_01564","Instantaneous Water Heater","Fossil Fuel Condensing",0.0000,,"Rinnai","R75-lsi","Yes",2008,,"N/A","No","No","Natural Gas",180000.0000,,"Btuh",0.8400,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010560","SITE_00070","Instantaneous Water Heater","Fossil Fuel Non-Condensing",0.0000,,"Rinnai","R75-lsi (reu-va2528ffud (a) -us)","Yes",2008,,"N/A","No","No","Natural Gas",180000.0000,,"Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",45.0000,,0.5000,,"Yes","Yes","No","No"
"Mechanical_00010561","SITE_01007","Instantaneous Water Heater","Unknown",0.0000,,"Rinnai","R85i-1 (reu-v2532ffu-us)","Yes",2007,,"N/A","No","No","Unknown",,"Unknown","Btuh",0.8000,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010562","SITE_01604","Instantaneous Water Heater","Fossil Fuel Non-Condensing",0.0000,,"Rinnai","R94LS","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010563","SITE_01195","Instantaneous Water Heater","Fossil Fuel Non-Condensing",0.0000,,"Rinnai","R94-lse","Yes",2009,,"N/A","No","No","Natural Gas",,"Unknown","Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Other","Yes","N/A","N/A","No",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00010564","SITE_00146","Instantaneous Water Heater","Fossil Fuel Condensing",0.0000,,"Rinnai","R94-LSi","Yes",2010,,"N/A","No","No","Natural Gas",199000.0000,,"Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010565","SITE_01986","Instantaneous Water Heater","Fossil Fuel Non-Condensing",0.0000,,"Rinnai","R94-lsi (reu-va2535ffud-uc)","Yes",2008,,"N/A","No","No","Natural Gas",199000.0000,,"Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010566","SITE_01613","Instantaneous Water Heater","Fossil Fuel Condensing",0.0000,,"Rinnai","R96lsi","No",,"Unknown","CA-002460","No","No","Natural Gas",199000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","Unknown"
"Mechanical_00010858","SITE_01836","Storage Water Heater","Electric Resistance",50.0000,,"Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","No","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010859","SITE_01837","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","640d0rs","No",2011,,"1111J003625","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010860","SITE_01839","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","Per52-2","No",1994,,"0294B45034","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010861","SITE_01840","Storage Water Heater","Unknown",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A","No","No","Unknown"
"Mechanical_00010862","SITE_01842","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Rheem","21I40DV","Yes",2003,,"N/A","No","No","Natural Gas",30000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010863","SITE_01843","Storage Water Heater","Electric Resistance",40.0000,,"Rheem","82-40-2","Yes",2014,,"N/A","No","No","Electric",4.2000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","Yes","Polyethylene Foam",4.0000,,1.0000,,"No","No","No","No"
"Mechanical_00010864","SITE_01845","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ees 52 917","No",2001,,"GAO1-6210886-917","No","No","Electric",4.5000,,"kW",0.8700,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","Yes",1.0000,,"Yes","Polyethylene Foam",15.0000,,0.5000,,"Yes","No","No","No"
"Mechanical_00010865","SITE_01846","Storage Water Heater","Electric Resistance",50.0000,,"American Appliance","E61-50r-045d","No",2008,,"0821T413064","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010866","SITE_01847","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010867","SITE_01848","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds5","No",2005,,"BC5998970","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",20.0000,,0.5000,,"Yes","No","No","No"
"Mechanical_00010868","SITE_01852","Storage Water Heater","Electric Resistance",50.0000,,"Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","Yes",1.0000,,"No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010869","SITE_01853","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Pe50t09aah","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010870","SITE_01854","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"State","Gs640ybrtg 300","Yes",2013,,"N/A","No","No","Natural Gas",40000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010871","SITE_01855","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","71-52d b","No",1997,,"0197104950","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010872","SITE_01856","Storage Water Heater","Unknown",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Yes","No","No","Unknown"
"Mechanical_00010873","SITE_01869","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Mi50t6ds13","No",2001,,"XM0564091","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Exterior","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010874","SITE_01874","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Ruud","P2-40F1","Yes",2010,,"N/A","No","No","Natural Gas",38000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010875","SITE_01876","Storage Water Heater","Electric Resistance",40.0000,,"Rheem","82V40-2","No",2011,,"RH 0711R09462","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010876","SITE_01878","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82MV52-2","Yes",2005,,"N/A","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010877","SITE_01880","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge50t06aag","Yes",2007,,"N/A","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010878","SITE_01881","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge50t06aag","Yes",2007,,"N/A","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010879","SITE_01882","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Unknown","No",,"Unknown","Unknown","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010880","SITE_01883","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82v52-2","Yes",2011,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010881","SITE_01885","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCRR","No",2012,,"JC16352805","No","No","Electric",3.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",6.0000,,1.0000,,"N/A","No","Yes","No"
"Mechanical_00010882","SITE_01887","Storage Water Heater","Electric Resistance",65.0000,,"Richmond","8VR66-2T","No",1993,,"0893B36790","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010883","SITE_01889","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","Unknown","Unknown","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A","No","No","Unknown"
"Mechanical_00010884","SITE_01890","Storage Water Heater","Electric Resistance",40.0000,,"Bradford White","Mi40l6ds13","No",2001,,"XA3046700","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010885","SITE_01931","Instantaneous Water Heater","Fossil Fuel Condensing",0.0000,,"Ruud","RUTGH-95DVN","No",2012,,"RULN1211J04515","No","No","Natural Gas",199900.0000,,"Btuh",0.9400,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","Yes","Fiberglass",4.0000,,0.6000,,"Yes","Yes","Yes","Unknown"
"Mechanical_00010886","SITE_01932","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS1NCWW","No",2012,,"GG13721488","No","Unknown","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010044","SITE_01046","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"AO Smith","FPSH 50 260","No",2002,,"MF02-1749627-260","No","No","Natural Gas",46000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010045","SITE_01049","Storage Water Heater","Fossil Fuel Non-Condensing",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Crawlspace","Yes","No","N/A","Yes",1.5000,,"Yes","Polyethylene Foam",12.0000,,0.5000,,"No","Yes","No","No"
"Mechanical_00010046","SITE_01052","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Reliance","650GORT200","Yes",2010,,"N/A","No","No","Natural Gas",35500.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010047","SITE_01053","Storage Water Heater","Electric Resistance",50.0000,,"Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","Yes",2.0000,,"Yes","Other",30.0000,,0.2500,,"No","Yes","No","No"
"Mechanical_00010048","SITE_01054","Storage Water Heater","Electric Resistance",66.0000,,"AO Smith","Etc 66 200","No",2004,,"GF040040545","No","No","Electric",4.5000,,"kW",0.8800,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Unknown","N/A","No",,"N/A","Yes","Polyethylene Foam",1.5000,,1.0000,,"No","No","Yes","No"
"Mechanical_00010049","SITE_01055","Storage Water Heater","Indirect Water Heater",36.0000,,"Weil-McLain","GOLD PLUS 40","No",,"Unknown","Unknown","Yes","No","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","Yes",2.0000,,"Yes","Polyethylene Foam",30.0000,,0.5000,,"No","No","Yes","No"
"Mechanical_00010050","SITE_01056","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","Yes",3.0000,,"No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010051","SITE_01059","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","GE40M06AAG","Yes",2009,,"N/A","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010052","SITE_01062","Instantaneous Water Heater","Fossil Fuel Condensing",0.0000,,"Rinnai","R75-LSi (REU-VA2528FFUD(A)-UC)","Yes",2008,,"N/A","No","No","Natural Gas",180000.0000,,"Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010053","SITE_01064","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","GE50T06AAG","Yes",2008,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010054","SITE_01066","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","SW250L","No",2009,,"FA11409648","Yes","No","Natural Gas",157000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010055","SITE_01068","Storage Water Heater","Electric Resistance",50.0000,,"Whirlpool","E1f50rd045v","No",2010,,"1025T430995","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010056","SITE_01069","Instantaneous Water Heater","Fossil Fuel Non-Condensing",0.0000,,"Rinnai","R53Di-0(REU-V2520FFUD-US)","Yes",2005,,"N/A","No","No","Natural Gas",18000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010057","SITE_01364","Storage Water Heater","Electric Resistance",30.0000,,"Rheem","Unknown","Yes",2014,,"N/A","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010058","BLDG_00383","Storage Water Heater","Electric Resistance",50.0000,,"American Water Heaters","E53-50h-045d","No",1997,,"9750358715","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","N/A","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00010059","BLDG_00383","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Mii50s6ds21","No",1998,,"SM385398","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","N/A","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00010060","BLDG_00383","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Mii50s6ds19","No",1998,,"SA0802638","No","No","Electric",3.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","N/A","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00010061","SITE_01366","Storage Water Heater","Fossil Fuel Condensing",40.0000,,"Bradford White","Mi40t6fbn7","No",2005,,"BJ6663918","No","No","Natural Gas",40000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Unknown","Yes","No"
"Mechanical_00010062","SITE_01367","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82mv52-2","No",2007,,"RH 0607R08615","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010063","SITE_01369","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge50m6a","No",2000,,"0100402599","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010064","SITE_01370","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"American Appliance","FG6140T403N0","No",2005,,"0515108871","No","No","Natural Gas",40000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010065","SITE_01371","Storage Water Heater","Electric Resistance",38.0000,,"Rheem","82sv40-2","Yes",2005,,"N/A","Unknown","No","Electric",3.8000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010066","SITE_01372","Storage Water Heater","Fossil Fuel Non-Condensing",100.0000,,"American Standard","D100t-199 as","No",2009,,"L09-4543","No","No","Natural Gas",199000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010067","SITE_01372","Storage Water Heater","Fossil Fuel Non-Condensing",100.0000,,"Reliance","D100199net 118","Yes",2013,,"N/A","No","No","Natural Gas",199000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010068","SITE_01374","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","640D0RT","No",2007,,"K07A054946","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010069","SITE_01375","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",2007,,"DJ9630824","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
